vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,pos_x,pos_y,theta
2.263278,0.066923,-3.333225,-0.148041,0.285093,-0.006449,-0.005868,-0.182507,0.944743,1.101885,3.783642
2.247117,0.068957,-3.238159,-0.132176,0.295093,-0.008660,-0.008076,-0.254521,0.920992,1.120496,3.824710
2.231450,0.066630,-3.148307,-0.121839,0.305093,-0.010231,-0.009902,-0.312860,0.891761,1.139422,3.866682
2.216686,0.061377,-3.076450,-0.120145,0.315093,-0.011239,-0.009994,-0.317265,0.866415,1.158623,3.909986
2.202790,0.055206,-3.014791,-0.121850,0.324622,-0.012139,-0.009954,-0.313224,0.844345,1.178714,3.954907
2.189567,0.048488,-2.975292,-0.124394,0.333833,-0.013083,-0.010115,-0.313637,0.821287,1.199668,3.998903
2.176854,0.041898,-2.963123,-0.128300,0.341930,-0.013538,-0.009701,-0.298733,0.796526,1.219745,4.041706
2.164864,0.036584,-2.964013,-0.134819,0.349127,-0.013741,-0.008769,-0.266852,0.774265,1.241925,4.083631
2.153437,0.032500,-2.972764,-0.142330,0.355362,-0.013848,-0.007685,-0.229830,0.752027,1.262933,4.124875
2.142387,0.029384,-2.985889,-0.149394,0.360851,-0.013760,-0.006576,-0.193725,0.730012,1.283505,4.164526
2.131792,0.027106,-2.998063,-0.156647,0.365803,-0.011303,-0.003921,-0.126411,0.709082,1.306585,4.201365
2.123867,0.026862,-2.977899,-0.164032,0.369826,-0.000271,0.001151,0.038923,0.688399,1.329331,4.237012
2.126930,0.029623,-2.833604,-0.172209,0.372871,-0.000238,0.001500,0.060238,0.673072,1.353205,4.271468
2.129430,0.027176,-2.747807,-0.177687,0.375740,-0.000544,0.000669,0.024715,0.656194,1.377983,4.304277
2.131578,0.022397,-2.752991,-0.181400,0.378241,-0.000434,0.001184,0.040656,0.642697,1.404266,4.336127
2.134000,0.019971,-2.766510,-0.180382,0.380263,-0.000563,0.001076,0.036777,0.625889,1.432030,4.367346
2.136691,0.019095,-2.781141,-0.177252,0.381590,-0.000975,0.000614,0.022647,0.607960,1.458341,4.398542
2.139395,0.019068,-2.794424,-0.173324,0.383081,-0.001462,0.000058,0.005546,0.594811,1.486868,4.428557
2.142066,0.019522,-2.803862,-0.165204,0.384383,-0.002205,-0.001132,-0.032187,0.580305,1.517920,4.458634
2.144776,0.020185,-2.809614,-0.154760,0.385451,-0.003256,-0.002714,-0.081512,0.569017,1.547264,4.490838
2.147377,0.020961,-2.809079,-0.142379,0.386446,-0.002503,-0.001621,-0.074050,0.559021,1.578783,4.523365
2.151767,0.024795,-2.732229,-0.129096,0.387006,-0.001638,-0.002428,-0.075363,0.549366,1.608988,4.555774
2.157906,0.027065,-2.598368,-0.115785,0.387302,-0.002552,-0.004946,-0.156562,0.540815,1.642099,4.588449
2.163989,0.025691,-2.505673,-0.101323,0.386868,-0.003567,-0.007787,-0.248136,0.535508,1.674005,4.622431
2.170008,0.023425,-2.441801,-0.085807,0.386336,-0.004586,-0.011692,-0.376183,0.526503,1.706287,4.656900
2.175961,0.020742,-2.418309,-0.072201,0.385685,-0.004872,-0.014105,-0.457530,0.515294,1.738999,4.690316
2.182240,0.019980,-2.384599,-0.060823,0.385079,-0.005706,-0.017689,-0.574786,0.512218,1.773567,4.723967
2.188071,0.018355,-2.390586,-0.050247,0.384035,-0.005714,-0.019299,-0.631440,0.506482,1.807316,4.758599
2.194076,0.018990,-2.367129,-0.042699,0.382808,-0.005834,-0.020970,-0.688625,0.501264,1.841060,4.793655
2.199935,0.019284,-2.347282,-0.038049,0.381406,-0.005636,-0.022016,-0.722820,0.494519,1.875664,4.828323
2.205799,0.019357,-2.334397,-0.034476,0.379261,-0.003713,-0.009080,-0.448368,0.488918,1.911577,4.862942
2.213366,0.033208,-2.022025,-0.037063,0.377078,-0.000540,0.000190,0.013016,0.485275,1.946377,4.898488
2.223513,0.041867,-1.384559,-0.047394,0.375303,-0.000388,0.000903,0.047592,0.481304,1.981878,4.934164
