t,eC,eL,pos_x,pos_y,ref_x,ref_y
4495.059722,0.223699,0.080224,3.798761,0.794376,3.564508,0.754345
4495.079713,0.219513,0.080867,3.782006,0.805858,3.549103,0.783917
4495.099700,0.215367,0.078655,3.764880,0.821334,3.535703,0.814450
4495.120026,0.209978,0.077413,3.747986,0.836922,3.524369,0.845809
4495.140103,0.204481,0.076167,3.732042,0.853948,3.515149,0.877853
4495.160559,0.197340,0.073203,3.716195,0.871872,3.508695,0.907161
4495.179733,0.186131,0.077817,3.697711,0.885150,3.503599,0.940114
4495.199714,0.184543,0.071015,3.689978,0.908118,3.501112,0.966674
4495.220229,0.179359,0.067592,3.680289,0.928137,3.500044,0.993330
4495.239754,0.167570,0.070396,3.667570,0.949604,3.500000,1.020000
4495.259620,0.155255,0.076154,3.655255,0.970513,3.500000,1.046667
4495.278805,0.141207,0.081913,3.641207,0.991420,3.500000,1.073333
4495.298625,0.133866,0.077790,3.633866,1.015544,3.500000,1.093333
4495.319129,0.120175,0.082004,3.620175,1.037996,3.500000,1.120000
4495.340016,0.108656,0.082419,3.608656,1.060915,3.500000,1.143333
4495.359872,0.099241,0.086310,3.599241,1.083690,3.500000,1.170000
4495.378561,0.089286,0.085852,3.589286,1.107481,3.500000,1.193333
4495.398888,0.077874,0.085225,3.577874,1.134775,3.500000,1.220000
4495.418687,0.070681,0.085019,3.570681,1.161647,3.500000,1.246667
4495.440077,0.060593,0.087342,3.560593,1.189325,3.500000,1.276667
4495.459593,0.055142,0.089106,3.555142,1.217560,3.500000,1.306667
4495.479613,0.049991,0.087114,3.549991,1.246219,3.500000,1.333333
4495.498518,0.045231,0.092012,3.545231,1.271321,3.500000,1.363333
4495.519680,0.037030,0.090980,3.537030,1.302354,3.500000,1.393333
4495.539413,0.031737,0.095275,3.531737,1.328059,3.500000,1.423333
4495.559100,0.022541,0.094892,3.522541,1.358442,3.500000,1.453333
4495.579242,0.013862,0.089922,3.513862,1.393412,3.500000,1.483333
4495.599218,0.004886,0.099428,3.507927,1.417498,3.499721,1.516707
4495.620040,-0.010659,0.102646,3.497158,1.446851,3.497489,1.550048
4495.641891,-0.027486,0.100449,3.482492,1.476318,3.493580,1.579867
4495.660556,-0.036283,0.095228,3.473250,1.511702,3.487143,1.612656
4495.678576,-0.053357,0.103035,3.456880,1.536976,3.476550,1.651327
4495.699232,-0.066091,0.103727,3.441366,1.565060,3.464146,1.685925
4495.719893,-0.078428,0.104217,3.423904,1.594286,3.447757,1.722517
4495.738495,-0.092485,0.100628,3.401090,1.623779,3.428488,1.757678
4495.758013,-0.105018,0.103523,3.379396,1.650952,3.402535,1.796590
4495.777886,-0.116239,0.104032,3.355598,1.677893,3.373060,1.832906
4495.797659,-0.125847,0.105998,3.332319,1.701965,3.340320,1.866309
4495.817697,-0.133026,0.105602,3.307306,1.726682,3.304602,1.896507
4495.837561,-0.140068,0.103166,3.278968,1.749742,3.266218,1.923235
4495.857914,-0.144675,0.103526,3.250841,1.772125,3.222517,1.947757
4495.877872,-0.147418,0.100177,3.220204,1.793019,3.179704,1.966590
4495.898160,-0.148290,0.099533,3.188917,1.812917,3.132098,1.982235
4495.917957,-0.145968,0.097434,3.157184,1.831851,3.086458,1.992468
4495.938433,-0.141146,0.093551,3.124342,1.849382,3.043393,1.998113
4495.958120,-0.133584,0.089821,3.089821,1.866416,3.000000,2.000000
4495.978125,-0.117218,0.094678,3.054678,1.882782,2.960000,2.000000
4495.998107,-0.102266,0.098953,3.018953,1.897734,2.920000,2.000000
4496.018309,-0.087328,0.099227,2.982560,1.912672,2.883333,2.000000
4496.038111,-0.073884,0.103176,2.946509,1.926116,2.843333,2.000000
4496.058374,-0.061984,0.101657,2.908324,1.938016,2.806667,2.000000
4496.078333,-0.054071,0.104513,2.871180,1.945929,2.766667,2.000000
4496.098336,-0.043957,0.105403,2.832069,1.956043,2.726667,2.000000
4496.118384,-0.037946,0.104786,2.791453,1.962054,2.686667,2.000000
4496.138873,-0.035716,0.102431,2.749097,1.964284,2.646667,2.000000
4496.158500,-0.028894,0.108361,2.711694,1.971106,2.603333,2.000000
4496.178657,-0.030666,0.111289,2.671289,1.969334,2.560000,2.000000
4496.198550,-0.032155,0.111027,2.631027,1.967845,2.520000,2.000000
4496.218485,-0.039404,0.107850,2.589296,1.964550,2.479953,1.999598
4496.238741,-0.050288,0.106449,2.548631,1.959573,2.436670,1.995973
4496.258682,-0.059604,0.107258,2.508303,1.953193,2.390602,1.987885
4496.278697,-0.066554,0.107939,2.468714,1.945586,2.345492,1.975528
4496.298684,-0.069156,0.107657,2.430918,1.938685,2.304805,1.960325
4496.318745,-0.070357,0.104796,2.391143,1.928632,2.265592,1.941648
4496.338592,-0.067558,0.100683,2.352175,1.918678,2.230959,1.921446
4496.358774,-0.063480,0.100922,2.314102,1.907649,2.195398,1.896507
4496.379163,-0.055931,0.096977,2.276690,1.895897,2.167094,1.873060
4496.399242,-0.046748,0.094584,2.239945,1.883087,2.140588,1.847596
4496.419293,-0.035822,0.093247,2.203259,1.868919,2.116025,1.820255
4496.440226,-0.023553,0.091183,2.168143,1.853817,2.095492,1.793893
4496.460663,-0.011160,0.090793,2.134553,1.837130,2.076765,1.766218
4496.480654,0.001293,0.089571,2.103437,1.819462,2.061525,1.740291
4496.498115,0.015018,0.088173,2.071940,1.799637,2.047871,1.713494
4496.518681,0.028703,0.085421,2.042828,1.778956,2.037107,1.689024
4496.538391,0.043339,0.083680,2.014174,1.757279,2.027665,1.664012
4496.558458,0.059166,0.083187,1.985773,1.734856,2.019574,1.638532
4496.578409,0.070092,0.085461,1.963822,1.711712,2.012857,1.612656
4496.598445,0.084151,0.088912,1.940023,1.688582,2.007532,1.586458
4496.618487,0.099719,0.089902,1.916498,1.665138,2.004027,1.563330
4496.637880,0.115126,0.097134,1.893672,1.642059,2.001351,1.536730
4496.658326,0.131106,0.111100,1.870436,1.619527,2.000045,1.506684
4496.678159,0.158075,0.117572,1.848375,1.596802,1.999096,1.469939
4496.698017,0.191575,0.122221,1.823504,1.573550,1.994103,1.423434
4496.717628,0.218818,0.128142,1.804360,1.553376,1.983957,1.374361
4496.737588,0.245374,0.130244,1.784216,1.531928,1.967781,1.323419
4496.757602,0.265450,0.127889,1.766958,1.510143,1.947757,1.277483
4496.777592,0.278807,0.125301,1.753948,1.488293,1.923235,1.233782
4496.797551,0.284343,0.119571,1.744101,1.465073,1.898534,1.198056
4496.817990,0.287957,0.112687,1.733614,1.444457,1.875276,1.169595
4496.838274,0.283011,0.105896,1.728575,1.422209,1.854733,1.147630
4496.858378,0.273702,0.092704,1.722625,1.398794,1.842761,1.135974
4496.879153,0.260999,0.078328,1.719239,1.376748,1.837864,1.131424
4496.897965,0.246289,0.062274,1.717345,1.355056,1.837864,1.131424
4496.918603,0.229846,0.050003,1.719410,1.334644,1.837864,1.131424
4496.938275,0.212624,0.040310,1.723902,1.315399,1.837864,1.131424
4496.957873,0.199421,0.030825,1.725832,1.299257,1.837864,1.131424
4496.978436,0.180828,0.019117,1.729765,1.277640,1.837864,1.131424
4496.998139,0.172740,0.016054,1.732972,1.269608,1.837864,1.131424
4497.018718,0.159775,0.011542,1.738408,1.257001,1.837864,1.131424
4497.038512,0.148286,0.007492,1.743186,1.245796,1.837864,1.131424
4497.058463,0.138928,0.002796,1.746048,1.235725,1.837864,1.131424
4497.078492,0.130527,0.000203,1.749812,1.227779,1.837864,1.131424
4497.098048,0.111857,-0.006032,1.757832,1.209804,1.837864,1.131424
4497.118202,0.105849,-0.007376,1.760901,1.204467,1.837864,1.131424
4497.138060,0.112369,-0.002391,1.760170,1.212641,1.837864,1.131424
4497.158146,0.109352,-0.002806,1.761903,1.210137,1.837864,1.131424
4497.178072,0.107872,-0.003216,1.762601,1.208769,1.837864,1.131424
4497.198169,0.107541,-0.004474,1.761897,1.207675,1.837864,1.131424
4497.218166,0.093951,-0.011062,1.766224,1.193205,1.837864,1.131424
4497.237492,0.109044,-0.004184,1.761095,1.208978,1.837864,1.131424
4497.258487,0.110293,-0.003362,1.760857,1.210455,1.837864,1.131424
4497.278435,0.112760,-0.002008,1.760188,1.213188,1.837864,1.131424
4497.298432,0.114604,-0.000426,1.760109,1.215616,1.837864,1.131424
4497.318918,0.105736,-0.007552,1.760848,1.204264,1.837864,1.131424
4497.339357,0.111797,-0.003996,1.759374,1.211135,1.837864,1.131424
4497.358500,0.127064,0.003350,1.754473,1.227353,1.837864,1.131424
4497.378380,0.129830,0.005380,1.754100,1.230764,1.837864,1.131424
4497.398386,0.133819,0.008483,1.753692,1.235802,1.837864,1.131424
4497.418528,0.139347,0.009140,1.750441,1.240320,1.837864,1.131424
4497.438757,0.145801,0.011152,1.747563,1.246437,1.837864,1.131424
4497.458695,0.150968,0.016743,1.746543,1.252371,1.835392,1.129174
4497.478341,0.137102,0.011696,1.750349,1.237022,1.832906,1.126940
4497.498243,0.144850,0.014634,1.747382,1.244759,1.832906,1.126940
4497.518487,0.169348,0.031292,1.741985,1.272507,1.830405,1.124724
4497.538458,0.166510,0.028049,1.741425,1.268233,1.830405,1.124724
4497.558719,0.181793,0.037997,1.737359,1.284687,1.827889,1.122523
4497.578662,0.187618,0.038663,1.734042,1.289521,1.827889,1.122523
4497.598510,0.186365,0.037424,1.733929,1.287762,1.827889,1.122523
4497.619209,0.199893,0.045361,1.731049,1.303180,1.827889,1.122523
4497.638747,0.203199,0.050525,1.732780,1.309062,1.827889,1.122523
4497.658742,0.207501,0.053649,1.732317,1.314358,1.827889,1.122523
4497.678726,0.212580,0.056652,1.731253,1.320163,1.827889,1.122523
4497.698686,0.216762,0.059640,1.730767,1.325279,1.827889,1.122523
4497.718847,0.215428,0.059540,1.731566,1.324206,1.827889,1.122523
4497.739227,0.223496,0.063560,1.729310,1.332934,1.827889,1.122523
4497.759015,0.225813,0.066315,1.729871,1.336489,1.827889,1.122523
4497.778943,0.228229,0.068558,1.729980,1.339785,1.827889,1.122523
4497.798596,0.230556,0.069111,1.728872,1.341904,1.827889,1.122523
4497.824028,0.231123,0.071450,1.730266,1.343866,1.827889,1.122523
4497.841957,0.232910,0.070355,1.728267,1.344496,1.827889,1.122523
4497.861640,0.233888,0.071431,1.728438,1.345941,1.827889,1.122523
4497.877550,0.233478,0.072924,1.729834,1.346610,1.827889,1.122523
4497.904480,0.231893,0.074120,1.731776,1.346198,1.827889,1.122523
4497.921400,0.231531,0.074085,1.731987,1.345901,1.827889,1.122523
4497.937840,0.231831,0.073567,1.731399,1.345789,1.827889,1.122523
4497.957844,0.231763,0.074372,1.732052,1.346265,1.827889,1.122523
4497.977783,0.230781,0.074341,1.732672,1.345503,1.827889,1.122523
4497.998673,0.230289,0.072779,1.731816,1.344108,1.827889,1.122523
4498.017985,0.228344,0.073703,1.733788,1.343245,1.827889,1.122523
4498.037908,0.225463,0.070542,1.733292,1.338997,1.827889,1.122523
4498.058071,0.225115,0.069198,1.732505,1.337853,1.827889,1.122523
4498.078608,0.221859,0.067700,1.733509,1.334413,1.827889,1.122523
4498.097953,0.220072,0.064775,1.732473,1.331146,1.827889,1.122523
4498.118829,0.217370,0.061757,1.731966,1.327127,1.827889,1.122523
4498.138008,0.212493,0.060591,1.734284,1.322680,1.827889,1.122523
4498.158268,0.210114,0.058226,1.734059,1.319332,1.827889,1.122523
4498.178030,0.206212,0.053260,1.732869,1.313130,1.827889,1.122523
4498.198029,0.200957,0.049667,1.733603,1.306807,1.827889,1.122523
4498.218588,0.194869,0.045285,1.734287,1.299338,1.827889,1.122523
4498.239180,0.189116,0.041096,1.734897,1.292247,1.827889,1.122523
4498.257723,0.184267,0.038089,1.734375,1.285043,1.825359,1.120340
4498.278296,0.178723,0.033336,1.732882,1.276179,1.822814,1.118174
4498.297694,0.172688,0.033736,1.732462,1.267121,1.815093,1.111778
4498.317477,0.166875,0.031054,1.729201,1.256272,1.807245,1.105538
4498.337542,0.161196,0.030140,1.725237,1.245117,1.796590,1.097465
4498.357422,0.153901,0.030885,1.723122,1.233626,1.785723,1.089680
4498.377450,0.146305,0.035854,1.724246,1.224138,1.774651,1.082188
