vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,pos_x,pos_y,theta
1.840670,0.027565,1.830805,0.190018,0.509569,0.002106,-0.003204,-0.091193,3.445565,1.610303,7.543159
1.842049,0.031650,2.223633,0.206929,0.511695,0.002171,-0.002054,-0.081384,3.430961,1.652138,7.590165
1.842706,0.032985,2.550609,0.218595,0.513217,0.001587,-0.001707,-0.047603,3.413047,1.691642,7.637178
1.842206,0.031929,2.833485,0.226018,0.515130,0.002179,-0.002825,-0.079034,3.392554,1.730233,7.685086
1.841953,0.027965,3.002089,0.230490,0.517913,0.002532,-0.003451,-0.097348,3.369813,1.767414,7.733017
1.841677,0.023852,3.096409,0.231828,0.521039,0.002489,-0.003628,-0.101847,3.345426,1.802680,7.779900
1.841207,0.020529,3.146246,0.230020,0.524409,0.002224,-0.003402,-0.095949,3.315362,1.835762,7.825907
1.840652,0.018144,3.169005,0.225232,0.527122,0.001665,-0.002757,-0.076886,3.284423,1.866143,7.872536
1.840023,0.016618,3.177906,0.216487,0.530022,0.000675,-0.001504,-0.041259,3.251280,1.894212,7.918896
1.839329,0.015735,3.179399,0.204515,0.533570,-0.000686,0.000359,0.012221,3.217379,1.918271,7.964059
1.838581,0.015288,3.177405,0.188129,0.536659,-0.002379,0.003219,0.095544,3.179692,1.940800,8.008452
1.837839,0.015135,3.174814,0.168863,0.538878,-0.004380,0.007021,0.206713,3.141702,1.959919,8.052359
1.836943,0.015161,3.172310,0.147460,0.541095,-0.006181,0.011710,0.346515,3.101769,1.976905,8.095648
1.836132,0.015259,3.170425,0.124181,0.543147,-0.008221,0.017332,0.513807,3.061149,1.991403,8.138547
1.835035,0.015414,3.168519,0.102553,0.545484,-0.009413,0.022868,0.681148,3.018500,2.002766,8.181150
1.834091,0.015579,3.167331,0.080694,0.546156,-0.010632,0.028706,0.856120,2.976381,2.010958,8.224569
1.832830,0.015763,3.165903,0.061545,0.545829,-0.011410,0.033904,1.011034,2.934278,2.018262,8.268206
1.831223,0.015986,3.164095,0.048117,0.543046,-0.011430,0.037513,1.118815,2.891248,2.024028,8.310722
1.829581,0.016218,3.162458,0.039652,0.537706,-0.011074,0.038987,1.157931,2.847889,2.027387,8.352867
1.828022,0.015664,3.132362,0.035912,0.529687,-0.010608,0.039517,1.182445,2.810783,2.030063,8.395329
1.826459,0.015572,3.108720,0.040320,0.520794,-0.010773,0.039682,1.179876,2.758904,2.031839,8.435533
1.824269,0.017360,3.126431,0.047567,0.510794,-0.009908,0.037263,1.107602,2.714465,2.032504,8.479480
1.822486,0.017476,3.121445,0.061296,0.500794,-0.003764,0.006799,0.343512,2.669495,2.032898,8.527090
1.826198,-0.009065,2.464219,0.085201,0.490794,0.000618,-0.006160,-0.186436,2.623967,2.033363,8.571646
1.831651,-0.016471,1.738118,0.119925,0.481144,0.001144,-0.003219,-0.154458,2.577918,2.033251,8.616619
1.834317,0.001943,1.605761,0.156186,0.472277,0.001043,-0.001676,-0.075647,2.532549,2.033063,8.661642
1.834155,0.019671,1.866095,0.191169,0.464223,0.001702,-0.001662,-0.069577,2.486098,2.030118,8.705187
1.832175,0.030068,2.243228,0.221516,0.456790,0.001799,-0.001165,-0.047032,2.440047,2.025608,8.748296
1.828029,0.035495,2.645598,0.243582,0.448941,0.001645,-0.000763,-0.028924,2.394327,2.017491,8.791506
1.822018,0.036948,3.004176,0.258090,0.441442,0.001349,-0.000472,-0.016228,2.349844,2.006929,8.834703
1.814472,0.035747,3.292398,0.266492,0.435011,0.001087,-0.000265,-0.007973,2.306569,1.993387,8.877725
1.805824,0.033079,3.506990,0.269640,0.429766,0.000948,-0.000122,-0.001445,2.264997,1.976555,8.919807
1.796597,0.029798,3.654810,0.265680,0.425287,0.000516,0.000072,0.006937,2.225465,1.956986,8.961837
1.787143,0.026275,3.738999,0.257226,0.422550,0.000242,0.000249,0.012037,2.189567,1.936425,9.003044
1.778030,0.022880,3.761443,0.245385,0.422124,0.001390,0.000920,0.028590,2.162432,1.920349,9.042103
1.771167,0.020431,3.738374,0.233469,0.425631,0.001554,0.000620,0.035585,2.128515,1.888814,9.075458
1.765797,0.017938,3.673107,0.193469,0.422352,0.000049,0.003125,0.126565,2.107546,1.855265,9.110949
1.762446,0.013546,3.511416,0.153469,0.425523,0.001822,0.002007,0.065778,2.083769,1.813582,9.150978
1.764052,0.004542,3.088124,0.113469,0.426176,0.004520,0.001440,0.110916,2.061679,1.784752,9.191356
1.770181,-0.002854,2.584713,0.073469,0.416176,0.003694,0.001916,0.118362,2.045104,1.750970,9.229526
1.776057,-0.008284,1.995040,0.033469,0.406176,0.005649,0.002089,0.128808,2.033356,1.719294,9.262430
1.783855,-0.012843,1.362927,-0.006531,0.396176,0.004927,0.002200,0.121331,2.023415,1.692020,9.293743
1.790174,-0.017570,0.707567,-0.046531,0.386176,0.003286,0.002879,0.133878,2.025729,1.664194,9.319856
1.793452,-0.022033,0.074043,-0.086531,0.376176,0.002433,0.002500,0.114202,2.029649,1.646203,9.341552
1.793886,-0.027727,-0.561909,-0.126531,0.366176,0.000939,0.002216,0.098016,2.037062,1.627910,9.357165
1.790401,-0.033359,-1.176486,-0.166531,0.356176,-0.000153,0.002054,0.089494,2.048648,1.617599,9.367200
1.783052,-0.038352,-1.751632,-0.206531,0.346176,-0.000494,0.001845,0.079063,2.061982,1.607328,9.373278
1.772313,-0.042575,-2.281918,-0.246531,0.336176,-0.000270,0.001500,0.064745,2.074004,1.598400,9.376317
1.758563,-0.045944,-2.764267,-0.286531,0.326176,0.000529,0.001136,0.045329,2.090176,1.589047,9.381510
1.742279,-0.048272,-3.197303,-0.321710,0.316176,0.000481,0.000724,0.029428,2.106430,1.579373,9.390731
1.723038,-0.049278,-3.564306,-0.300000,0.306176,-0.001394,-0.000532,-0.014515,2.121839,1.568551,9.402913
