t,eC,eL,pos_x,pos_y,ref_x,ref_y
5481.525183,0.034850,0.118105,4.465150,2.091438,4.500000,1.973333
5481.545141,0.030633,0.116257,4.469367,2.052924,4.500000,1.936667
5481.565165,0.024502,0.120299,4.475498,2.016966,4.500000,1.896667
5481.585192,0.010666,0.119063,4.489334,1.979063,4.500000,1.860000
5481.605223,0.002379,0.117861,4.497621,1.941195,4.500000,1.823333
5481.625463,-0.004925,0.115929,4.504925,1.902596,4.500000,1.786667
5481.647797,-0.008509,0.119152,4.508509,1.865819,4.500000,1.746667
5481.665210,-0.014240,0.117969,4.514240,1.827969,4.500000,1.710000
5481.685843,-0.016643,0.119115,4.516643,1.792448,4.500000,1.673333
5481.705933,-0.017492,0.120654,4.517492,1.757320,4.500000,1.636667
5481.725941,-0.020996,0.120427,4.520996,1.720427,4.500000,1.600000
5481.746262,-0.027224,0.121641,4.527224,1.684975,4.500000,1.563333
5481.768273,-0.029788,0.117384,4.529788,1.647384,4.500000,1.530000
5481.788300,-0.034551,0.117946,4.534551,1.611279,4.500000,1.493333
5481.808388,-0.040599,0.120333,4.540599,1.577000,4.500000,1.456667
5481.828087,-0.037475,0.120890,4.537475,1.540890,4.500000,1.420000
5481.848651,-0.051730,0.123282,4.551730,1.509949,4.500000,1.386667
5481.865754,-0.053551,0.117610,4.553551,1.470944,4.500000,1.353333
5481.886244,-0.053633,0.119541,4.553633,1.439541,4.500000,1.320000
5481.906348,-0.051421,0.125184,4.551421,1.408517,4.500000,1.283333
5481.926322,-0.051110,0.123146,4.551110,1.376479,4.500000,1.253333
5481.946308,-0.056108,0.122333,4.556108,1.345666,4.500000,1.223333
5481.968326,-0.054730,0.124968,4.554730,1.314968,4.500000,1.190000
5481.987223,-0.055119,0.123520,4.555119,1.283520,4.500000,1.160000
5482.005364,-0.051489,0.124673,4.551489,1.254673,4.500000,1.130000
5482.025947,-0.047142,0.122128,4.547142,1.225462,4.500000,1.103333
5482.044515,-0.043109,0.122480,4.543109,1.195813,4.500000,1.073333
5482.064285,-0.038388,0.121227,4.538388,1.167894,4.500000,1.046667
5482.084046,-0.035050,0.118751,4.535050,1.138751,4.500000,1.020000
5482.104038,-0.024731,0.122041,4.527068,1.111518,4.499900,0.989996
5482.124098,-0.010834,0.123528,4.518514,1.085750,4.498655,0.963348
5482.144313,0.000502,0.121990,4.510911,1.057879,4.495990,0.936804
5482.164051,0.009482,0.121282,4.504309,1.031459,4.491914,0.910440
5482.184735,0.018873,0.122830,4.496534,1.004884,4.485655,0.881090
5482.204108,0.028818,0.121416,4.486159,0.979917,4.478621,0.855356
5482.225704,0.040600,0.121312,4.472989,0.954768,4.469081,0.826902
5482.245806,0.052499,0.119507,4.458262,0.932657,4.459181,0.802130
5482.264150,0.062282,0.119685,4.444740,0.909848,4.446483,0.774938
5482.284180,0.071113,0.119836,4.430973,0.887899,4.432177,0.748557
5482.304097,0.082192,0.120600,4.414671,0.869018,4.416313,0.723082
5482.325419,0.092957,0.120049,4.397144,0.850425,4.398949,0.698604
5482.345296,0.099458,0.119908,4.382421,0.830984,4.380149,0.675213
5482.364234,0.107777,0.120145,4.365767,0.814290,4.359979,0.652991
5482.384317,0.114881,0.118594,4.348016,0.796858,4.338512,0.632019
5482.404369,0.120896,0.117880,4.330848,0.780557,4.315825,0.612373
5482.425916,0.131949,0.116832,4.308237,0.767402,4.289287,0.592185
5482.446144,0.138619,0.115681,4.289224,0.754382,4.264299,0.575564
5482.464214,0.144633,0.116022,4.269679,0.741118,4.235423,0.558892
5482.484250,0.150204,0.113773,4.249295,0.729531,4.208535,0.545563
5482.504417,0.155839,0.114510,4.229398,0.719045,4.177782,0.532674
5482.525737,0.157619,0.109408,4.206729,0.705963,4.149425,0.522850
5482.545924,0.162030,0.107342,4.183628,0.696640,4.117290,0.513952
5482.564247,0.167986,0.104825,4.159511,0.690521,4.084634,0.507215
5482.584338,0.172414,0.105660,4.136799,0.684148,4.048282,0.502337
5482.604008,0.175444,0.105763,4.115456,0.678764,4.015005,0.500225
5482.626155,0.179284,0.102900,4.091068,0.675725,3.981661,0.500336
5482.646414,0.183985,0.099699,4.066554,0.675383,3.948399,0.502670
5482.667010,0.187143,0.097703,4.043337,0.675120,3.915366,0.507215
5482.684351,0.189102,0.095787,4.020184,0.675308,3.882710,0.513952
5482.704372,0.192941,0.093281,3.995113,0.679122,3.847396,0.523857
5482.725830,0.195680,0.090525,3.972183,0.683722,3.816000,0.535087
5482.746115,0.197518,0.089791,3.949212,0.688586,3.782414,0.549826
5482.764695,0.197456,0.087820,3.926825,0.693584,3.752894,0.565329
5482.784594,0.198209,0.086037,3.905491,0.700754,3.724472,0.582766
5482.804678,0.195803,0.087839,3.883767,0.705481,3.694628,0.604086
