Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,x,y,z,roll,pitch,yaw,vx_w,vy_w,vz_w,v_tot,ax_w,ay_w,az_w,vx_b,vy_b,vz_b,ax_b,ay_b,az_b,droll,dpitch,dyaw,steer
1709637585.6376555,27,1709637585,627611399,,-1.3003788553430986,-0.2531344363674849,0.0,0.0,0.0,-1.9193240952257893,-0.18197973504214737,-0.5456012408596118,0.0,0.5751498396014366,0.0,0.0,0.0,0.5749465066968016,0.015292234326709479,0.0,0.0,0.0,0.0,0.0,0.0,0.33338555158564875,0.0
1709637585.6478336,28,1709637585,639699459,,-1.3021205915688712,-0.2589144712857262,0.0,0.0,0.0,-1.9142603841236183,-0.1809819622339269,-0.5518123303122299,0.0,0.5807334315662015,0.0,0.0,0.0,0.5805288931322248,0.015411773983873576,0.0,0.0,0.0,0.0,0.0,0.0,0.336599716241803,0.0
1709637585.6580184,29,1709637585,661455631,,-1.304155028805875,-0.2652677580359194,0.0,0.0,0.0,-1.9084270519227724,-0.18010523544468293,-0.5600222336321782,0.0,0.588271024271091,0.0,0.0,0.0,0.5880648894036985,0.015571892870632736,0.0,0.0,0.0,0.0,0.0,0.0,0.3409519040580774,0.0
1709637585.6782644,30,1709637585,656771183,,-1.3063763164669837,-0.27081906957376584,0.0,0.0,0.0,-1.9032325323676968,-0.17868962183409445,-0.5655977847433655,0.0,0.5931532981091938,0.0,0.0,0.0,0.5929461529285001,0.01567465422604162,0.0,0.0,0.0,0.0,0.0,0.0,0.34377097414916685,0.0
1709637585.6885772,31,1709637585,666520119,,-1.307494415072225,-0.2760878612848164,0.0,0.0,0.0,-1.8978437649506095,-0.17675687973445858,-0.5700889203377127,0.0,0.5968621043635463,0.0,0.0,0.0,0.596654202970483,0.015752260248565072,0.0,0.0,0.0,0.0,0.0,0.0,0.3459132916997996,0.0
1709637585.6885772,32,1709637585,687760115,,-1.3092945885947926,-0.2820620733209961,0.0,0.0,0.0,-1.8925463857169667,-0.17526678529628253,-0.5759546826858464,0.0,0.6020317620656299,0.0,0.0,0.0,0.6018228197274894,0.01585989253119116,0.0,0.0,0.0,0.0,0.0,0.0,0.34890200114997977,0.0
1709637585.698657,33,1709637585,699485064,,-1.3091071171782525,-0.28604231668303687,0.0,0.0,0.0,-1.8869820493879539,-0.1721142446982481,-0.5771017373139982,0.0,0.6022206642410101,0.0,0.0,0.0,0.6020116831145719,0.01586385301380567,0.0,0.0,0.0,0.0,0.0,0.0,0.34900999987676884,0.0
1709637585.7188554,34,1709637585,711637259,,-1.312875498571549,-0.2990521968774488,0.0,0.0,0.0,-1.8751863222548233,-0.16796034217969802,-0.58822985733304,0.0,0.611739357572463,0.0,0.0,0.0,0.6115285116882573,0.01605991891370475,0.0,0.0,0.0,0.0,0.0,0.0,0.3545145803676769,0.0
1709637585.7289462,35,1709637585,723712683,,-1.314593464435983,-0.30299119133298463,0.0,0.0,0.0,-1.87126038807606,-0.16648128778237548,-0.5917762956367604,0.0,0.6147480811350651,0.0,0.0,0.0,0.6145366580512083,0.01612138860324819,0.0,0.0,0.0,0.0,0.0,0.0,0.35625453014582853,0.0
1709637585.739034,36,1709637585,728946209,,-1.3155165374558324,-0.3082364948378875,0.0,0.0,0.0,-1.8635301412162597,-0.16327950499422414,-0.5979772859894339,0.0,0.6198685597047555,0.0,0.0,0.0,0.6196561680673347,0.016225433324109265,0.0,0.0,0.0,0.0,0.0,0.0,0.35921574646711557,0.0
1709637585.7491152,37,1709637585,749810696,,-1.317156440886863,-0.3142851864542813,0.0,0.0,0.0,-1.8598983804979174,-0.1618429293060563,-0.6012376995762857,0.0,0.622639466431537,0.0,0.0,0.0,0.6224265598203221,0.016281363222657465,0.0,0.0,0.0,0.0,0.0,0.0,0.36081795914094184,0.0
1709637585.7491152,38,1709637585,749811649,,-1.3158303240648772,-0.31751487802972994,0.0,0.0,0.0,-1.8547841727468677,-0.15818809703188452,-0.599919411775459,0.0,0.6204246728391625,0.0,0.0,0.0,0.6202121684054404,0.0162370203363621,0.0,0.0,0.0,0.0,0.0,0.0,0.35953721220117063,0.0
1709637585.769297,39,1709637585,771317244,,-1.3183900716532213,-0.3238894856159777,0.0,0.0,0.0,-1.8461310605923018,-0.1545452637488247,-0.6072216145923288,0.0,0.6265798654403991,0.0,0.0,0.0,0.6263662340722806,0.01636058035087804,0.0,0.0,0.0,0.0,0.0,0.0,0.3630964439794308,0.0
1709637585.769297,40,1709637585,779930592,,-1.3198670430402462,-0.32973502710980723,0.0,0.0,0.0,-1.842637190651126,-0.15307017215720373,-0.6102739135336009,0.0,0.6291778183819364,0.0,0.0,0.0,0.6289637161121936,0.016412524430839355,0.0,0.0,0.0,0.0,0.0,0.0,0.36459857088118075,0.0
1709637585.769297,41,1709637585,779408932,,-1.3211006237393739,-0.33468395499061476,0.0,0.0,0.0,-1.839681680226042,-0.15182683048083112,-0.6129367818309405,0.0,0.6314609132599777,0.0,0.0,0.0,0.6312463590618085,0.016459621694782624,0.0,0.0,0.0,0.0,0.0,0.0,0.36590660174919876,0.0
1709637585.7996693,42,1709637585,779938698,,-1.3242219300878708,-0.3397515281214644,0.0,0.0,0.0,-1.834290436105727,-0.14925615850854607,-0.6167028717418543,0.0,0.6345075514659997,0.0,0.0,0.0,0.6342924830892073,0.016519042463349985,0.0,0.0,0.0,0.0,0.0,0.0,0.36767312736144975,0.0
1709637585.8097548,43,1709637585,807767630,,-1.3228519243601107,-0.34203671134931773,0.0,0.0,0.0,-1.8276511256551444,-0.14490783781135594,-0.6166493923333065,0.0,0.6334467258769266,0.0,0.0,0.0,0.6332318059922825,0.01649952738567517,0.0,0.0,0.0,0.0,0.0,0.0,0.36704892743844986,0.0
1709637585.8198433,44,1709637585,807768583,,-1.3243051751481953,-0.3482725057092191,0.0,0.0,0.0,-1.8239410355545456,-0.14326997269815936,-0.6199233714837512,0.0,0.6362635236980919,0.0,0.0,0.0,0.6360480958413508,0.016555704917163204,0.0,0.0,0.0,0.0,0.0,0.0,0.3686714310102311,0.0
1709637585.8198433,45,1709637585,821583033,,-1.324022104343421,-0.3513700462824275,0.0,0.0,0.0,-1.8170090979395583,-0.13913099992523353,-0.6216041021350317,0.0,0.6369843757356175,0.0,0.0,0.0,0.6367688173965861,0.016570097243154013,0.0,0.0,0.0,0.0,0.0,0.0,0.3690849860059448,0.0
1709637585.8400726,46,1709637585,839700460,,-1.3247349587639068,-0.3571938148948354,0.0,0.0,0.0,-1.8115511682482561,-0.1364441320716403,-0.6255040354787422,0.0,0.6402126987001858,0.0,0.0,0.0,0.639996578173746,0.016633685787312835,0.0,0.0,0.0,0.0,0.0,0.0,0.37094931526991065,0.0
1709637585.8501554,47,1709637585,847343206,,-1.3277597775633145,-0.36222984945344927,0.0,0.0,0.0,-1.8063078061033004,-0.1337587973765838,-0.6289294693856036,0.0,0.6429958734994237,0.0,0.0,0.0,0.6427792747754506,0.016688237067846595,0.0,0.0,0.0,0.0,0.0,0.0,0.3725570607296838,0.0
1709637585.8602748,48,1709637585,847344160,,-1.3267870904168637,-0.36593664871423154,0.0,0.0,0.0,-1.8012193628256863,-0.13056822600141,-0.6296557756313457,0.0,0.6430508980065783,0.0,0.0,0.0,0.6428342872668513,0.01668941404561669,0.0,0.0,0.0,0.0,0.0,0.0,0.3725883895450758,0.0
1709637585.8703632,49,1709637585,872458458,,-1.3285502600828787,-0.372039969866486,0.0,0.0,0.0,-1.795665030790052,-0.12783360564932997,-0.6340419692237353,0.0,0.6468003165354982,0.0,0.0,0.0,0.6465830723651708,0.016762458090536836,0.0,0.0,0.0,0.0,0.0,0.0,0.37475521771489584,0.0
1709637585.8805664,50,1709637585,872465134,,-1.3270826223080303,-0.37665066470350256,0.0,0.0,0.0,-1.7893157051279045,-0.12388254547924761,-0.635224366653167,0.0,0.6471915335233728,0.0,0.0,0.0,0.6469742198623321,0.01677020864097266,0.0,0.0,0.0,0.0,0.0,0.0,0.3749812756567469,0.0
1709637585.8906534,51,1709637585,883818865,,-1.329181226408205,-0.3809264629704882,0.0,0.0,0.0,-1.7843487224887487,-0.12125375564909378,-0.6385157509320192,0.0,0.6499267939139689,0.0,0.0,0.0,0.6497090269117803,0.01682313278310716,0.0,0.0,0.0,0.0,0.0,0.0,0.37656208402992225,0.0
1709637585.9108772,52,1709637585,895642757,,-1.32998854272827,-0.38685724813869593,0.0,0.0,0.0,-1.7769382191836964,-0.117320623312512,-0.6436379321476154,0.0,0.6542430101680068,0.0,0.0,0.0,0.6540245347919487,0.01690633738779114,0.0,0.0,0.0,0.0,0.0,0.0,0.3790565610323761,0.0
1709637585.9209678,53,1709637585,923301935,,-1.3332774658766635,-0.40783831767188355,0.0,0.0,0.0,-1.7604496793305815,-0.10924260395308949,-0.6559810691946584,0.0,0.6650151198733896,0.0,0.0,0.0,0.6648133438461382,0.016380705245351644,0.0,0.0,0.0,0.0,0.0,0.0,0.3751365405425429,0.0
1709637585.9209678,54,1709637585,920967817,,-1.3332774658766635,-0.40783831767188355,0.0,0.0,0.0,-1.7604496793305815,-0.10924260395308949,-0.6559810691946584,0.0,0.6650151198733896,0.0,0.0,0.0,0.6648133438461382,0.016380705245351644,0.0,0.0,0.0,0.0,0.0,0.0,0.3751365405425429,0.0
1709637585.931056,55,1709637585,932041407,,-1.334152538660034,-0.41307874586560916,0.0,0.0,0.0,-1.7575790294700993,-0.10989392823078697,-0.6580979917551238,0.0,0.6672103433057077,0.0,0.0,0.0,0.6670586802016538,0.014225307790980848,0.0,0.0,0.0,0.0,0.0,0.0,0.3465160010901411,0.0
1709637585.9513562,56,1709637585,932043076,,-1.331380971922895,-0.41562366877583445,0.0,0.0,0.0,-1.7532499469520606,-0.10792503708373916,-0.6573433894456172,0.0,0.6661442375922642,0.0,0.0,0.0,0.6660146933403686,0.013136724558033856,0.0,0.0,0.0,0.0,0.0,0.0,0.32105227783800955,0.0
1709637585.9614418,57,1709637585,956212044,,-1.3345735396107463,-0.41854735072715865,0.0,0.0,0.0,-1.7473049805499163,-0.10520030350677605,-0.6590365892100508,0.0,0.6673801988188854,0.0,0.0,0.0,0.6672694674003349,0.012156794429801544,0.0,0.0,0.0,0.0,0.0,0.0,0.2980642948569929,0.0
