vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega
2.196554,-0.043360,2.807419,0.140828,0.298115,-0.000884,0.000578,0.029118
2.191371,-0.041349,2.663392,0.123955,0.301542,-0.001013,0.000747,0.038817
2.188113,-0.039176,2.477241,0.106784,0.304737,-0.000999,0.000810,0.043430
2.186788,-0.036668,2.248970,0.089691,0.307386,-0.000884,0.000798,0.044674
2.187271,-0.033719,1.986390,0.073171,0.309741,-0.000831,0.000772,0.044268
2.189243,-0.030345,1.703615,0.057963,0.312212,-0.000863,0.000740,0.044123
2.192382,-0.026644,1.418840,0.044285,0.316103,-0.000809,0.000689,0.039872
2.196642,-0.022980,1.144768,0.031283,0.320940,-0.001091,0.000703,0.040901
2.201594,-0.019701,0.888928,0.019874,0.327272,-0.001219,0.002829,0.093541
2.207353,-0.014671,0.709213,0.006182,0.334398,-0.001143,0.001361,0.081171
2.214035,-0.014613,0.491929,-0.008380,0.341404,-0.000775,0.000813,0.049579
2.221767,-0.015256,0.218482,-0.022374,0.348241,-0.000690,0.000780,0.046537
2.230092,-0.014575,-0.051689,-0.036880,0.354814,-0.000692,0.000793,0.048169
2.238741,-0.013450,-0.316364,-0.050803,0.361317,-0.000677,0.000660,0.042864
2.247607,-0.012109,-0.578532,-0.065191,0.367963,-0.000617,0.000750,0.045670
2.256540,-0.010444,-0.831964,-0.078672,0.374593,-0.000671,0.000689,0.042435
2.265344,-0.008479,-1.077682,-0.092118,0.381464,-0.000700,0.000647,0.040273
2.273943,-0.006200,-1.315443,-0.104996,0.388563,-0.000989,0.000566,0.037529
2.281998,-0.003517,-1.542287,-0.116139,0.395739,-0.000597,0.000575,0.034088
2.290227,-0.000060,-1.749666,-0.125288,0.402124,-0.000798,0.000369,0.024729
2.297946,0.003881,-1.935642,-0.133952,0.408045,-0.000800,0.000365,0.024934
2.305309,0.008274,-2.095647,-0.142107,0.413061,-0.000765,0.000277,0.019801
2.312181,0.012645,-2.239736,-0.147898,0.417196,-0.000734,0.000133,0.012518
2.318655,0.017286,-2.363468,-0.152775,0.420557,-0.000746,0.000138,0.012398
2.324661,0.022147,-2.462161,-0.154073,0.423060,-0.002156,-0.001032,0.016141
2.328984,0.026069,-2.522669,-0.154011,0.425876,0.000375,0.000856,-0.006581
2.335799,0.031852,-2.579692,-0.152116,0.427490,-0.000899,-0.000173,-0.003871
2.341190,0.036185,-2.598071,-0.149191,0.429364,-0.000949,-0.000207,-0.005894
2.346622,0.039854,-2.592384,-0.146508,0.430865,-0.000855,-0.000170,-0.004505
2.352242,0.042583,-2.569017,-0.144414,0.432164,-0.000801,-0.000175,-0.004538
2.357989,0.044183,-2.539343,-0.142156,0.432693,-0.000717,-0.000155,-0.004100
2.363900,0.045014,-2.505725,-0.139254,0.432314,-0.000748,-0.000213,-0.006980
2.369881,0.045318,-2.470450,-0.135501,0.430537,-0.000674,-0.000217,-0.007891
2.375952,0.045461,-2.428419,-0.132744,0.428039,-0.000556,-0.000151,-0.005510
2.382053,0.045252,-2.383414,-0.132466,0.424599,-0.000349,-0.000066,-0.000450
2.387966,0.044388,-2.347667,-0.132752,0.419424,-0.000336,-0.000049,0.000954
2.393296,0.043228,-2.326006,-0.134099,0.413162,0.000228,0.000173,0.007432
2.398419,0.042279,-2.314935,-0.137207,0.404678,0.000417,0.000152,0.010289
2.402557,0.041199,-2.323407,-0.143688,0.395054,-0.000005,0.000158,0.013523
2.404706,0.040045,-2.361287,-0.148648,0.385187,0.000264,0.000167,0.010881
2.405666,0.039769,-2.416326,-0.158526,0.375187,0.000158,0.000293,0.021077
2.404576,0.039882,-2.489768,-0.164547,0.366117,0.000023,0.000146,0.011403
2.401834,0.040895,-2.575654,-0.169855,0.358347,0.000185,0.000142,0.009646
2.397894,0.042970,-2.656893,-0.179489,0.350326,0.000091,0.000186,0.014878
2.392044,0.045124,-2.740549,-0.186824,0.343641,0.000791,0.000702,0.024806
2.385438,0.048125,-2.810611,-0.193430,0.338398,0.002057,0.001378,0.045721
2.378818,0.051563,-2.854357,-0.201079,0.334217,0.001306,0.000591,0.032214
2.370212,0.053074,-2.913409,-0.207704,0.331145,0.000467,0.000485,0.017325
2.359842,0.054507,-2.985020,-0.212680,0.329318,0.001163,0.000874,0.029038
2.349557,0.056797,-3.034600,-0.217522,0.328457,0.001666,0.001211,0.040165
2.339220,0.059025,-3.065673,-0.220778,0.328876,0.001676,0.001376,0.046132
2.328659,0.060638,-3.083939,-0.219916,0.330660,0.001854,0.001407,0.045033
2.318610,0.061596,-3.092065,-0.222785,0.334153,0.001585,0.001578,0.051789
2.308511,0.061752,-3.093539,-0.225588,0.337667,0.001758,0.001814,0.058009
2.298878,0.061241,-3.091609,-0.232112,0.340648,0.001579,0.002038,0.066825
2.289021,0.059983,-3.092293,-0.230878,0.343089,0.001099,0.001974,0.066071
2.279288,0.058439,-3.092279,-0.220297,0.344886,0.000240,0.001405,0.047554
2.270123,0.056808,-3.091117,-0.210340,0.348435,-0.000730,0.000051,0.009517
2.261523,0.054428,-3.106429,-0.197873,0.352196,-0.001009,-0.000392,-0.015842
2.254451,0.053341,-3.111620,-0.187126,0.356046,-0.001717,-0.001186,-0.034829
2.248239,0.052593,-3.099896,-0.174985,0.359316,-0.001444,-0.000636,-0.030456
2.243934,0.053325,-3.041421,-0.163237,0.362418,-0.001626,-0.001535,-0.046351
2.240931,0.052505,-2.962542,-0.152072,0.364909,-0.001815,-0.001219,-0.054178
2.239189,0.051530,-2.860759,-0.140566,0.367385,-0.001674,-0.001896,-0.057332
2.239041,0.049192,-2.733320,-0.128392,0.369691,-0.001576,-0.000993,-0.051178
2.240514,0.047373,-2.572041,-0.115980,0.372166,-0.001009,-0.000520,-0.026933
2.244016,0.044994,-2.364482,-0.105991,0.374540,-0.000969,-0.000559,-0.027333
2.248777,0.040596,-2.165708,-0.098657,0.376383,-0.000774,-0.000352,-0.017727
2.254702,0.035451,-1.984276,-0.093627,0.377766,-0.000790,-0.000261,-0.012465
2.261317,0.030097,-1.837501,-0.090172,0.378763,-0.000778,-0.000776,-0.023932
2.268436,0.024743,-1.742867,-0.088198,0.379101,-0.001007,-0.001201,-0.038111
2.275599,0.020441,-1.695049,-0.087485,0.379002,-0.000694,-0.000280,-0.015634
2.283161,0.018757,-1.647070,-0.086046,0.378392,-0.000614,-0.000100,-0.003349
2.290764,0.017744,-1.599953,-0.084176,0.378138,-0.000645,-0.000440,-0.013245
2.298342,0.016638,-1.571260,-0.083646,0.378138,-0.000650,-0.000553,-0.017189
2.305858,0.015798,-1.557670,-0.083807,0.378623,-0.000717,-0.000520,-0.016013
2.313251,0.015382,-1.552593,-0.084012,0.379201,-0.000697,-0.000469,-0.014492
2.320602,0.015338,-1.551826,-0.086132,0.380155,-0.000830,-0.000022,0.001070
2.327664,0.015535,-1.552930,-0.089501,0.381635,-0.000841,0.000691,0.025381
2.334530,0.015879,-1.554709,-0.092064,0.382731,-0.000676,0.001221,0.043062
2.341384,0.016300,-1.557135,-0.094553,0.383203,-0.000529,0.001747,0.060934
2.348136,0.016791,-1.558786,-0.099607,0.383593,-0.000287,0.002684,0.092084
2.354691,0.017200,-1.563699,-0.107519,0.384055,-0.000269,0.000797,0.055914
2.360621,0.014291,-1.655505,-0.115796,0.383910,-0.000416,0.000256,0.020280
2.365768,0.012974,-1.807422,-0.121479,0.382511,-0.000417,0.000183,0.014141
2.370272,0.014712,-1.947155,-0.130652,0.381163,-0.000337,0.000267,0.021443
2.373803,0.017344,-2.079809,-0.141330,0.378998,-0.000232,0.000289,0.022796
2.376109,0.020140,-2.217976,-0.151822,0.376719,-0.000235,0.000271,0.020546
2.377045,0.023335,-2.358518,-0.159835,0.374245,-0.000212,0.000181,0.014741
2.376801,0.027298,-2.490135,-0.168337,0.371682,-0.000287,0.000147,0.014687
2.375174,0.031611,-2.608671,-0.175660,0.369572,0.000241,0.000788,0.028188
2.372905,0.036785,-2.697891,-0.183285,0.367613,0.000188,0.000320,0.023287
2.369364,0.040733,-2.782904,-0.190680,0.365613,-0.000222,0.000082,0.009998
2.364287,0.044201,-2.873526,-0.195125,0.364132,-0.000268,0.000027,0.005853
2.358399,0.048036,-2.949941,-0.199413,0.363782,-0.000310,0.000012,0.005570
2.351828,0.051821,-3.010836,-0.203227,0.364014,-0.000354,-0.000010,0.004535
2.344700,0.055213,-3.059562,-0.205302,0.365304,-0.000411,-0.000039,0.002701
2.337317,0.058165,-3.095999,-0.206609,0.367425,-0.000382,-0.000040,0.002027
2.329964,0.060577,-3.120937,-0.208233,0.369797,-0.000483,-0.000052,0.002100
2.322560,0.062281,-3.138220,-0.207417,0.373193,-0.000177,-0.000024,-0.000793
2.315887,0.063520,-3.147878,-0.208010,0.376181,-0.000573,-0.000091,0.002037
2.309107,0.064065,-3.150416,-0.209052,0.380653,-0.000878,-0.000046,0.002336
2.302481,0.064000,-3.152251,-0.204615,0.385004,-0.001007,-0.000198,-0.003742
2.296699,0.063748,-3.147301,-0.196184,0.389736,-0.000944,-0.000273,-0.009326
2.292367,0.063686,-3.124979,-0.186587,0.395097,-0.001014,-0.000322,-0.012106
2.289512,0.063571,-3.080010,-0.176755,0.400862,-0.000991,-0.000332,-0.013281
2.288299,0.063030,-3.012289,-0.166860,0.406554,-0.001021,-0.000361,-0.014801
2.288696,0.061769,-2.925190,-0.156667,0.412177,-0.001022,-0.000377,-0.016680
2.290780,0.059782,-2.820708,-0.146722,0.417486,-0.000979,-0.000401,-0.018123
2.294546,0.057088,-2.702576,-0.137426,0.422405,-0.000997,-0.000405,-0.018759
2.299829,0.053806,-2.575947,-0.128267,0.426952,-0.000902,-0.000394,-0.019360
2.306667,0.050239,-2.443345,-0.119490,0.431102,-0.000958,-0.000397,-0.019522
2.314775,0.046584,-2.307857,-0.112714,0.434880,-0.000876,-0.000326,-0.015751
2.324034,0.042795,-2.178324,-0.107526,0.438171,-0.000849,-0.000262,-0.012485
2.334167,0.039001,-2.064014,-0.103826,0.441137,-0.000789,-0.000207,-0.008877
2.344997,0.035456,-1.969949,-0.102478,0.444147,-0.000692,-0.000102,-0.002951
2.356348,0.032230,-1.902576,-0.102904,0.446873,-0.000592,-0.000028,0.001427
2.368011,0.029485,-1.865821,-0.103020,0.449091,-0.000585,-0.000036,0.000743
2.379824,0.027705,-1.851167,-0.103808,0.450980,-0.000582,-0.000011,0.002507
2.391643,0.026835,-1.851011,-0.104664,0.452575,-0.000642,-0.000008,0.002837
2.403325,0.026725,-1.860347,-0.106617,0.454316,-0.000550,0.000034,0.005517
2.414926,0.027050,-1.879100,-0.107136,0.456081,-0.000675,-0.000027,0.001870
2.426309,0.027994,-1.900072,-0.107219,0.458123,-0.000616,-0.000039,0.000710
2.437700,0.029443,-1.916095,-0.106401,0.459851,-0.000708,-0.000079,-0.001661
2.448954,0.031184,-1.923537,-0.106053,0.461709,-0.000708,-0.000063,-0.000418
2.460137,0.032841,-1.924385,-0.105386,0.463704,-0.000676,-0.000071,-0.001268
2.471333,0.034331,-1.921160,-0.103413,0.465659,-0.000678,-0.000119,-0.004868
2.482603,0.035837,-1.909901,-0.100577,0.467479,-0.000752,-0.000154,-0.007013
2.493925,0.037323,-1.886226,-0.097576,0.469334,-0.000808,-0.000164,-0.007539
2.505339,0.038535,-1.851576,-0.094513,0.471054,-0.000786,-0.000170,-0.008188
2.516932,0.039331,-1.809684,-0.092089,0.472772,-0.000680,-0.000133,-0.006542
2.528762,0.039636,-1.765566,-0.089938,0.474183,-0.000646,-0.000122,-0.005787
2.540716,0.039547,-1.723437,-0.088102,0.475310,-0.000534,-0.000105,-0.005257
2.552832,0.039242,-1.685510,-0.082748,0.475825,-0.000725,-0.000338,-0.018790
2.564973,0.039369,-1.639901,-0.075975,0.476030,-0.000750,-0.000314,-0.020380
2.577308,0.040065,-1.565604,-0.068977,0.476201,-0.001019,-0.001462,-0.051496
2.589643,0.039179,-1.498278,-0.063033,0.476304,-0.000834,-0.000545,-0.041186
2.602319,0.039534,-1.403556,-0.058043,0.476151,-0.000624,-0.000297,-0.018550
2.615275,0.038926,-1.283931,-0.053984,0.475735,-0.003353,0.000197,-0.036707
2.625522,0.037230,-1.198037,-0.053298,0.476466,-0.000666,-0.000098,-0.003507
2.638471,0.034292,-1.109937,-0.050516,0.476584,-0.000675,-0.000251,-0.013339
2.651440,0.031353,-1.049220,-0.049540,0.476590,0.002150,-0.000511,0.002831
2.667125,0.028633,-0.994054,-0.047074,0.474955,-0.000552,-0.000138,-0.009121
2.679857,0.027168,-0.958273,-0.044356,0.473470,-0.000428,-0.000165,-0.010777
2.692451,0.026389,-0.919631,-0.041923,0.471483,-0.000603,-0.000173,-0.010432
2.704579,0.025801,-0.878120,-0.039246,0.468906,-0.000361,-0.000151,-0.010599
2.716571,0.025292,-0.832922,-0.038379,0.464980,-0.000433,-0.000035,-0.002707
2.727943,0.024399,-0.792108,-0.040818,0.460159,-0.000252,0.000071,0.008599
2.738728,0.022682,-0.778661,-0.039325,0.454803,-0.000192,-0.000089,-0.006189
2.748915,0.021865,-0.776558,-0.038063,0.448354,-0.000251,-0.000083,-0.005327
2.758268,0.021882,-0.766049,-0.035041,0.441392,0.000072,-0.000638,-0.023995
2.767136,0.021876,-0.753714,-0.030857,0.434181,-0.001455,-0.000771,-0.044337
2.773708,0.022476,-0.731805,-0.029171,0.427308,0.001541,-0.000423,-0.003115
2.782509,0.022997,-0.662324,-0.025692,0.417308,0.000236,-0.000703,-0.027966
2.788937,0.021979,-0.614773,-0.022061,0.408169,0.000735,-0.000690,-0.041294
2.794927,0.021106,-0.569835,-0.017433,0.398169,0.000302,-0.001019,-0.039576
2.799472,0.020242,-0.502295,-0.014920,0.388169,0.000740,-0.000630,-0.040070
2.803426,0.018994,-0.441452,-0.011259,0.378169,0.000064,-0.000296,-0.019756
2.805695,0.017940,-0.354359,-0.008547,0.368169,0.000079,-0.000244,-0.015061
2.806984,0.015757,-0.274935,-0.006265,0.358169,0.000034,-0.000187,-0.012260
2.807242,0.013157,-0.207589,-0.003627,0.348169,0.000081,-0.000234,-0.014896
2.806565,0.010664,-0.150510,-0.001953,0.338169,0.000100,-0.000166,-0.009899
2.804929,0.008405,-0.100414,0.001153,0.328169,0.000042,-0.000249,-0.016796
2.802262,0.006614,-0.053376,0.003998,0.318169,0.000048,-0.000251,-0.016081
2.798639,0.005158,-0.002219,0.006414,0.308169,0.000062,-0.000216,-0.013627
2.794073,0.003693,0.049885,0.009295,0.298169,-0.000332,-0.000092,-0.010614
2.788157,0.002403,0.107164,0.010382,0.288169,-0.000139,-0.000044,-0.004157
2.781525,0.000596,0.155253,0.012333,0.278169,-0.000256,-0.000079,-0.007315
2.773861,-0.001079,0.194926,0.013549,0.268169,-0.000191,-0.000035,-0.004388
2.765345,-0.002548,0.229412,0.014162,0.259426,-0.000224,-0.000019,-0.002436
2.756058,-0.003926,0.254670,0.012919,0.251725,-0.000385,0.000066,0.004903
2.745994,-0.005364,0.263703,0.011255,0.245120,-0.000486,0.000088,0.006484
2.735340,-0.006557,0.253430,0.008365,0.238920,-0.000472,0.000629,0.023428
2.724311,-0.006899,0.236750,0.003979,0.233650,-0.000126,0.000253,0.025136
2.713290,-0.007954,0.189121,0.000005,0.228045,-0.000552,0.000253,0.017673
2.701499,-0.008104,0.116685,-0.004353,0.222636,-0.000161,0.001016,0.038372
2.689755,-0.006568,0.055829,-0.010954,0.217195,-0.000401,0.000483,0.041589
2.677393,-0.006409,-0.032203,-0.018831,0.211984,-0.000535,0.000286,0.026479
2.664508,-0.006209,-0.167369,-0.027592,0.206401,-0.000519,0.000510,0.037019
2.651148,-0.004678,-0.311417,-0.035960,0.200460,-0.000646,0.000290,0.027376
2.637080,-0.002745,-0.473988,-0.045023,0.194910,-0.000561,0.000356,0.031250
2.622477,-0.000120,-0.637647,-0.055197,0.189536,-0.000572,0.000393,0.034357
2.607135,0.002528,-0.808724,-0.064685,0.184375,-0.000635,0.000358,0.031301
2.590977,0.005418,-0.982603,-0.073675,0.179791,-0.000736,0.000428,0.032437
2.573982,0.008682,-1.147620,-0.082145,0.176158,-0.000745,0.000317,0.027021
2.556318,0.011832,-1.307288,-0.090194,0.173269,-0.000752,0.000247,0.023582
2.538023,0.014943,-1.457438,-0.096546,0.170991,-0.001171,0.000161,0.017324
2.518856,0.018123,-1.591411,-0.104859,0.170047,-0.001099,0.000228,0.022684
2.499255,0.020741,-1.715644,-0.112347,0.170175,-0.000769,0.000214,0.019416
2.479685,0.022932,-1.836175,-0.117232,0.170173,-0.000941,0.000285,0.019843
2.459723,0.025400,-1.935106,-0.122773,0.171365,-0.001115,0.000218,0.018292
2.439499,0.027213,-2.024553,-0.129694,0.173424,-0.000915,0.001035,0.039452
2.419412,0.029108,-2.093189,-0.136180,0.176463,-0.000818,0.002021,0.074157
2.399398,0.030810,-2.130977,-0.143449,0.180590,-0.000419,0.003095,0.109462
2.379851,0.031650,-2.150238,-0.151209,0.185006,-0.000396,0.004309,0.150338
2.360418,0.031702,-2.153471,-0.157203,0.190671,-0.000478,0.005158,0.178276
2.341277,0.030867,-2.150751,-0.161843,0.197401,-0.000649,0.005827,0.199220
2.322659,0.029458,-2.145635,-0.167474,0.204611,-0.000787,0.006619,0.224112
2.304542,0.027724,-2.140086,-0.174773,0.211881,-0.001012,0.007559,0.254419
2.286707,0.025817,-2.135038,-0.179501,0.219839,-0.001349,0.008205,0.274466
2.269330,0.023889,-2.130579,-0.181990,0.228765,-0.001726,0.002112,0.124060
2.252670,0.015527,-2.288717,-0.183978,0.238251,-0.001416,-0.000078,0.003190
2.237784,0.011136,-2.542665,-0.181485,0.248251,-0.001694,-0.000207,-0.003077
2.224320,0.013594,-2.718579,-0.177669,0.258251,-0.001784,-0.000325,-0.007823
2.212194,0.018469,-2.818146,-0.175635,0.268251,-0.002620,-0.000460,-0.007157
2.200346,0.022914,-2.863829,-0.173275,0.278251,-0.003645,-0.000820,-0.017802
2.188638,0.025785,-2.884013,-0.169986,0.288251,-0.002555,-0.000446,-0.012079
2.179377,0.028060,-2.869050,-0.165031,0.298251,-0.001620,-0.000327,-0.008122
2.172568,0.029318,-2.825089,-0.161732,0.308251,-0.001638,-0.000287,-0.005201
2.167140,0.029149,-2.771894,-0.159144,0.318251,-0.001513,-0.000242,-0.003960
2.163235,0.027951,-2.720073,-0.158088,0.328251,-0.002184,-0.000343,-0.004208
2.159953,0.025944,-2.680625,-0.156934,0.338251,-0.002180,-0.000287,-0.004314
2.158002,0.024013,-2.650730,-0.155780,0.348251,-0.001498,-0.000190,-0.001458
2.158024,0.022486,-2.624790,-0.154810,0.358221,-0.001653,-0.000208,-0.001756
2.159101,0.021255,-2.605589,-0.153053,0.367748,-0.001570,-0.000239,-0.003973
2.161450,0.020518,-2.588556,-0.151881,0.376947,-0.001568,-0.000207,-0.002336
2.164858,0.020135,-2.571618,-0.149905,0.385489,-0.001479,-0.000237,-0.004447
2.169369,0.020077,-2.553864,-0.147971,0.393888,-0.001494,-0.000218,-0.003612
2.174823,0.020278,-2.532504,-0.145716,0.401545,-0.001396,-0.000253,-0.005708
2.181247,0.020587,-2.509670,-0.143847,0.408277,-0.001507,-0.000216,-0.003641
2.188289,0.020976,-2.483782,-0.144106,0.414908,-0.001319,-0.000110,0.001461
2.196039,0.021069,-2.464658,-0.143333,0.421015,-0.001055,-0.000130,-0.001173
2.204606,0.021240,-2.452700,-0.140077,0.426078,-0.001142,-0.000215,-0.006113
2.213714,0.022012,-2.433941,-0.137635,0.430509,-0.001061,-0.000186,-0.004668
2.223370,0.022949,-2.407754,-0.133383,0.433881,-0.001063,-0.000244,-0.008532
2.233502,0.024065,-2.371224,-0.130176,0.436237,-0.001072,-0.000215,-0.006355
2.243897,0.024962,-2.327453,-0.126757,0.437703,-0.000950,-0.000216,-0.007110
2.254622,0.025593,-2.280800,-0.119474,0.437693,-0.001055,-0.000347,-0.015801
2.265601,0.026627,-2.216505,-0.116020,0.436855,-0.000822,-0.000205,-0.007502
2.276770,0.027029,-2.146392,-0.112132,0.434978,-0.000839,-0.000223,-0.008697
2.287830,0.026897,-2.080081,-0.107283,0.433047,-0.000880,-0.000257,-0.011144
2.298844,0.026748,-2.011676,-0.102420,0.431019,-0.000781,-0.000248,-0.011513
2.309930,0.026592,-1.939301,-0.097936,0.428484,-0.000856,-0.000233,-0.010627
2.320827,0.026280,-1.865310,-0.095443,0.425639,-0.000588,-0.000570,-0.016872
2.331717,0.025086,-1.811145,-0.090329,0.421673,-0.000675,-0.000340,-0.019018
2.342323,0.025011,-1.748092,-0.083682,0.417178,-0.000640,-0.000341,-0.018979
2.352759,0.025379,-1.663627,-0.076807,0.412109,-0.000693,-0.000322,-0.018556
2.362858,0.025561,-1.562203,-0.070051,0.406644,-0.000618,-0.000311,-0.018760
2.372698,0.025248,-1.451283,-0.064851,0.400957,-0.000593,-0.000251,-0.014618
2.382122,0.024199,-1.342480,-0.059723,0.394918,-0.000530,-0.000240,-0.014684
2.391151,0.022789,-1.240478,-0.055912,0.388722,-0.000476,-0.000180,-0.010599
2.399681,0.021118,-1.149321,-0.050871,0.382101,-0.000390,-0.000211,-0.014253
2.407755,0.019753,-1.062652,-0.048262,0.375409,-0.000405,-0.000121,-0.007329
2.415148,0.018175,-0.987058,-0.047841,0.368910,-0.000393,-0.000039,-0.001046
2.421829,0.016205,-0.936749,-0.049644,0.362481,-0.000360,0.000052,0.005487
2.427751,0.014072,-0.919633,-0.053051,0.356659,-0.000433,0.000107,0.010237
2.432814,0.012146,-0.936761,-0.051333,0.350112,-0.000031,-0.000402,-0.013450
2.437629,0.011639,-0.960504,-0.055226,0.344508,-0.000144,0.000062,0.006380
2.441518,0.011577,-0.987319,-0.054610,0.338871,-0.000554,-0.000043,-0.001386
2.444382,0.012235,-1.006440,-0.056923,0.333691,-0.000415,0.000062,0.006871
2.446685,0.012569,-1.027100,-0.054463,0.327693,-0.000495,-0.000127,-0.007423
2.448348,0.013580,-1.033512,-0.054217,0.322020,-0.000480,-0.000035,-0.000520
2.449404,0.014352,-1.026861,-0.052691,0.316109,-0.000417,-0.000110,-0.005400
2.449946,0.014846,-1.014327,-0.054126,0.310890,-0.000509,0.000035,0.004760
2.449784,0.014618,-1.007551,-0.058148,0.306623,-0.000578,0.000156,0.013442
2.448947,0.013565,-1.027295,-0.065507,0.303519,-0.000492,0.000274,0.022465
2.447563,0.011963,-1.089225,-0.073829,0.300951,-0.000513,0.000308,0.025065
2.445511,0.010750,-1.189511,-0.082291,0.298342,-0.000473,0.000316,0.024688
2.442802,0.010514,-1.314291,-0.094283,0.297121,-0.000567,0.000445,0.034766
2.439158,0.010712,-1.464474,-0.103666,0.295381,-0.000572,0.000319,0.025547
2.434725,0.012023,-1.627798,-0.114327,0.294088,-0.000664,0.000381,0.028985
2.429287,0.014210,-1.790647,-0.126572,0.293921,-0.000301,0.000418,0.030573
2.423228,0.016650,-1.959218,-0.134428,0.293109,-0.000494,0.000221,0.018655
2.416203,0.020039,-2.117430,-0.140227,0.292071,-0.000403,0.000833,0.031838
2.408592,0.024926,-2.230231,-0.146193,0.291035,-0.000243,0.000339,0.026252
2.400372,0.028507,-2.329594,-0.152591,0.289598,-0.000610,0.000125,0.013832
2.391003,0.031366,-2.430896,-0.158974,0.288152,-0.000610,0.000091,0.012815
2.380881,0.034105,-2.522642,-0.164848,0.286695,-0.000575,0.000084,0.011371
2.370091,0.036679,-2.605472,-0.171177,0.285333,-0.000517,0.000088,0.011901
2.358628,0.038922,-2.681537,-0.175748,0.283473,-0.000490,0.000046,0.008357
2.346641,0.040966,-2.749649,-0.180913,0.281654,-0.000190,0.000478,0.019743
2.334322,0.043110,-2.799605,-0.186844,0.279637,-0.000035,0.000215,0.017192
2.321463,0.044065,-2.851948,-0.193208,0.277715,-0.000370,0.000061,0.009327
2.307624,0.044421,-2.914023,-0.199350,0.276156,-0.000367,0.000062,0.008951
2.293236,0.044806,-2.975183,-0.202710,0.274798,-0.000348,0.000009,0.005438
2.278597,0.045358,-3.030006,-0.208543,0.272987,-0.000203,0.000097,0.008977
2.263565,0.045749,-3.079316,-0.211196,0.272208,-0.000402,-0.000026,0.003633
2.248206,0.045930,-3.124735,-0.212833,0.271660,-0.000389,-0.000040,0.002783
2.232870,0.046031,-3.160409,-0.215319,0.271215,-0.000363,-0.000022,0.003666
2.217535,0.045769,-3.189271,-0.217704,0.270147,-0.000388,-0.000037,0.003026
2.202117,0.045045,-3.214854,-0.218415,0.269658,-0.000532,-0.000091,0.001247
2.186751,0.044016,-3.235678,-0.217588,0.269058,-0.000446,-0.000108,-0.000503
2.171794,0.042818,-3.249436,-0.216797,0.268017,-0.000450,-0.000105,-0.000304
2.157155,0.041367,-3.256122,-0.216142,0.266483,-0.000445,-0.000106,-0.000215
2.142789,0.039575,-3.258276,-0.215878,0.264236,-0.000365,-0.000085,0.000467
2.128686,0.037453,-3.258044,-0.216650,0.261361,-0.000269,-0.000050,0.001709
2.114713,0.035001,-3.258994,-0.218857,0.257733,-0.000230,-0.000026,0.002988
2.100624,0.032239,-3.265543,-0.221136,0.254206,-0.000351,-0.000041,0.003280
2.086292,0.029377,-3.278079,-0.222719,0.251172,-0.000184,-0.000017,0.002604
2.072118,0.026690,-3.294276,-0.226384,0.247572,-0.000199,0.000015,0.004984
2.057652,0.024027,-3.315626,-0.230104,0.244815,-0.000220,0.000020,0.005129
2.042965,0.021447,-3.342973,-0.234285,0.243037,-0.000193,0.000034,0.005402
2.028173,0.019010,-3.375468,-0.239107,0.241879,-0.000245,0.000049,0.006366
2.013181,0.016711,-3.412225,-0.243937,0.241700,-0.000267,0.000042,0.005802
1.998160,0.014555,-3.452918,-0.248734,0.241551,-0.000189,0.000072,0.006541
1.983125,0.012593,-3.494755,-0.253640,0.241480,-0.000088,0.000074,0.005892
1.968109,0.010729,-3.538282,-0.258485,0.240846,0.000132,0.000334,0.011921
1.953243,0.009219,-3.575526,-0.263293,0.239777,0.000712,0.000741,0.023639
1.938741,0.007935,-3.601453,-0.268026,0.239169,0.000258,0.000260,0.013459
1.923642,0.005700,-3.639827,-0.270559,0.238346,-0.000017,0.000143,0.006400
1.908389,0.003595,-3.681784,-0.272292,0.237778,0.000244,0.000297,0.010546
1.893604,0.001948,-3.713145,-0.273567,0.237677,0.000341,0.000400,0.013491
1.879188,0.000381,-3.735739,-0.273483,0.238038,0.000308,0.000403,0.013265
1.865171,-0.001284,-3.751867,-0.272557,0.238975,0.000112,0.000338,0.011912
1.851541,-0.003100,-3.762539,-0.270751,0.240790,-0.000356,0.000224,0.009269
1.838200,-0.005045,-3.768528,-0.268912,0.244324,-0.000724,-0.000000,0.002444
1.825451,-0.007212,-3.775078,-0.264746,0.247258,-0.001493,-0.000406,-0.007843
1.813064,-0.009386,-3.779361,-0.258925,0.250832,-0.002448,-0.001006,-0.023635
1.801081,-0.011532,-3.781328,-0.253034,0.255385,-0.003513,-0.001731,-0.043227
1.789503,-0.013696,-3.783106,-0.245421,0.260644,-0.004832,-0.002785,-0.072215
1.778321,-0.015848,-3.785740,-0.237756,0.266786,-0.006185,-0.003845,-0.100880
1.767597,-0.017808,-3.785090,-0.227764,0.273784,-0.005047,-0.002632,-0.084989
1.760118,-0.016904,-3.723538,-0.217093,0.281502,-0.002330,-0.001862,-0.049008
1.757240,-0.015452,-3.590736,-0.206714,0.289347,-0.004276,-0.003605,-0.096619
1.754074,-0.017074,-3.495518,-0.195577,0.297060,-0.006442,-0.005820,-0.158190
1.750714,-0.019816,-3.436543,-0.184016,0.304687,-0.007783,-0.007908,-0.219770
1.748094,-0.022082,-3.395682,-0.172091,0.311963,-0.009779,-0.010486,-0.293013
1.745461,-0.023970,-3.370594,-0.160248,0.319083,-0.011566,-0.013265,-0.373184
